date,window,category,title,blurb,url,source,isWildcard,image_source
2026-09-15,window-2,Substack & Culture,Charlotte Rohde's new typeface has heart-dotted i's and a plan to overwrite problematic men,"A typeface designed as a full character — heart-dotted i's, a feminist bit committed all the way to the end, and a launch campaign shot to look like a photocopier running out of toner — which is exactly the kind of type-as-persona nonsense you'd stay up all night making yourself.",https://www.itsnicethat.com/articles/charlotte-rohde-oficia-mono-typography-graphic-design-project-190826,seed,False,screenshot
2026-09-15,window-4,Interior Decor,Tour a Family of Four's Maximalist East Harlem Apartment,"This is a rental absolutely crammed with color and collected junk-with-soul, and it'll give you permission to stop leaving empty walls and just hang the thing.",https://www.apartmenttherapy.com/maximalist-east-harlem-apartment-37537104,web,False,screenshot
2026-09-15,window-5,SG Food Sources,"Cookboys, I12 Katong","It's a whole 1970s Hainanese cookboy universe built out in vintage signboards and old shopfronts — basically a persona shoot you can order kopi in, and I need you to photograph the signage before anyone else does.",https://hungrygowhere.com/what-to-eat/new-openings-2026/,web,False,og:image
2026-09-16,window-1,Design & Web Toys,Max Bittker's Projects,"This is the whole toybox of the guy who made river.maxbittker.com — falling-sand worlds, generative gardens, tiny strange tools — and I think you'll fall down it for an hour and come out with three new side quests.",https://maxbittker.com/projects/,web,False,screenshot
2026-09-16,window-1,Design & Web Toys,Poolsuite FM,It's an entire sun-bleached 90s computer desktop that plays endless summer radio — the kind of committed-to-the-bit web world you'll want to steal interface ideas from while it scores your next side quest.,https://poolsuite.net,web,False,og:image
2026-09-16,window-2,Substack & Culture,Naive Weekly,"It's a weekly letter from the quiet corners of the internet — hand-made sites, net art, digital gardens — basically the reading version of every web toy you've ever fallen down a hole with.",https://www.naiveweekly.com/,web,False,screenshot
2026-09-16,window-3,Mocktail Sources,Calamansi Sparkling Margarita Mocktail,"A margarita rerouted through calamansi — that auntie-kitchen citrus you already know by heart — salted rim and all, and endlessly riffable with a chilli-salt rim or a float of pandan syrup.",https://drinksanzo.com/blogs/recipe-blog/calamansi-sparkling-margarita-mocktail,web,False,screenshot
2026-09-16,window-4,Interior Decor,"Earthy, Layered Interiors in a Notting Hill Apartment","This one's a masterclass in making a room feel warm through texture alone — clay tones, worn textiles, soft pools of lamplight — and I think it'd be a dream reference for that lived-in corner you keep almost building.",https://www.thenordroom.com/earthy-layered-interiors-notting-hill-apartment/,web,False,screenshot
2026-09-16,window-5,SG Food Sources,"Yunma Bakehouse, Purvis Street","A brand-new bakehouse hiding behind construction scaffolding off Purvis Street slinging $2.20 pastries — go now, shoot it on film, and feel smug that you found it before the hoarding comes down.",https://thesmartlocal.com/read/restaurants-cafes-2026/,web,False,screenshot
2026-09-16,window-1,Design & Web Toys,Internet Artifacts,It's a scrollable museum of the early internet where you can actually poke the floppy disks and ICQ pings — pure Y2K-nostalgia raw material for your next persona shoot.,https://neal.fun/internet-artifacts/,web,False,screenshot
2026-09-16,window-2,Substack & Culture,Web Curios,"It's one guy, every week, dragging back armfuls of the weirdest and most wonderful things on the internet with running commentary that's funnier than it has any right to be — pure side-quest fuel for you.",https://www.webcurios.co.uk/,web,False,screenshot
2026-09-16,window-3,Mocktail Sources,Doctor Pepo's Tonic (Zero-Proof),"This one's got apothecary energy — a little spice, a little bitterness, a name fully committed to the bit — and it's exactly the kind of drink worth building a whole evening persona around.",https://imbibemagazine.com/recipe/zero-proof-recipe-doctor-pepos-tonic/,web,False,screenshot
2026-09-16,window-4,Interior Decor,Freunde von Freunden — Home Visits,"It's the nosy-friend archive of creatives' actual apartments — unstyled shelves, thrifted lamps, projects mid-sprawl — and it'll convince you that a room full of your own side-quest evidence beats any showroom.",https://www.freundevonfreunden.com/,web,False,screenshot
2026-09-16,window-5,SG Food Sources,"MOZmoji 陌迹, Chinatown",You climb a staircase off Temple Street into a shophouse ceramics gallery where you get to pick your own handmade cup — each one modelled after a season or festival in the Chinese calendar — and then just sit there with cotton cheesecake and black sesame coffee like you live there.,https://confirmgood.com/post/new-cafe-opening-mozmoji/,web,False,screenshot
2026-09-17,window-1,Design & Web Toys,Every Place at Once,"It's the Every Noise map rebuilt as cities instead of genres — click Singapore and find out which places on earth are listening like you are, then fall down a rabbit hole into someone else's hometown radio.",https://everynoise.com/everyplace.cgi,seed,False,screenshot
2026-09-17,window-2,Substack & Culture,Dirt,"It's the culture newsletter that treats a Ghibli frame, a dead website and a pop star's tour merch with equal seriousness — exactly your brain, but in essay form.",https://dirt.fyi,web,False,screenshot
2026-09-17,window-3,Mocktail Sources,Chrysanthemum Osmanthus Citrus Sparkler,"It's your grandma's dried-flower tea jar turned into a golden, fizzy spritz — heritage flavors you already know by heart, dressed up enough to photograph.",https://www.teatherapy.com.sg/blogs/wellness/chrysanthemum-osmanthus-citrus-sparkler-a-floral-mocktail-for-gut-health-glow,web,False,screenshot
2026-09-17,window-4,Interior Decor,A Clinton Hill Brownstone with Chinese Inflections by Bespoke Only,It's 19th-century Shanghai smuggled into a Brooklyn brownstone — proof you can build heritage into a room as texture and mood instead of hanging it on the wall like a souvenir.,https://www.remodelista.com/posts/bespoke-only-clinton-hill-project-chinese-design-influence/,seed,False,screenshot
2026-09-17,window-5,SG Food Sources,"Inner Teahouse, Chinatown","A second-floor shophouse teahouse born out of a pottery studio, where the cups are as considered as the tea — exactly the kind of quiet, hand-made hideout you'd claim as your own and accidentally leave with a new side quest.",https://www.timeout.com/singapore/news/5-cool-new-cafes-in-singapore-to-check-out-this-april-2026-041326,web,False,screenshot
2026-09-18,window-1,Design & Web Toys,laurel.world — Laurel Schwulst's site,"It's less a portfolio than a soft cream-colored room you wander through, where every project links sideways to another by year, medium, or friend — the kind of hand-made web object that'll make you want to rebuild your own site by midnight.",https://laurelschwulst.com,web,False,og:image
2026-09-18,window-2,Substack & Culture,★ july newsletter ★ — film friends,"It's a scrappy little film-photography newsletter that reads like a group chat of people who all shoot on expired stock and actually finish their rolls — grainy, warm, and exactly the kind of thing that'll have you digging out the point-and-shoot by Saturday.",https://filmfriends.substack.com/p/july-newsletter,web,False,screenshot
2026-09-18,window-3,Mocktail Sources,Lychee Mocktail With Rose,"Canned lychee syrup, rosewater and lime in a glass — it's basically a childhood dessert-stall memory turned into a drink, and that shameless pink is going to photograph beautifully on film.",https://mindfulmocktail.com/lychee-mocktail/,web,False,screenshot
2026-09-18,window-4,Interior Decor,The Modern House — Journal,"Every home in here treats a lifetime of accumulated stuff as the actual decor — books on the floor, one perfect lamp, zero styling — which is permission to let all your side-quest objects live out in the open instead of in bins.",https://www.themodernhouse.com/journal/,web,False,screenshot
2026-09-18,window-5,SG Food Sources,"Dona Manis Heritage Bakehouse, Katong","The 30-year-old basement banana pie legend finally got a sit-down room in Katong — and it doubles as a stop on a city-wide Monopoly heritage trail, so your pastry run comes with a built-in side quest.",https://sethlui.com/dona-manis-heritage-bakehouse-katong-singapore-jan-2026/,seed,False,screenshot
2026-09-19,window-1,Design & Web Toys,ssh.place — Timelapses,"Watch a whole day of strangers quietly fighting and collaborating over one 200×60 pixel canvas replay as a GIF — it's a tiny communal folk-art archive made entirely in a terminal, and I think you'll want to go claim a corner of it.",https://ssh.place/timelapse,seed,False,screenshot
2026-09-19,window-2,Substack & Culture,The radical reasons why you dream of making things by hand,This one makes the case that your hand-sewn costumes and ancestry archives aren't hobbies but a quiet rebellion — a whole essay arguing that the urge to master something with your hands is the most radical thing you can do.,https://aeon.co/essays/the-radical-reasons-why-you-dream-of-making-things-by-hand,seed,False,screenshot
2026-09-19,window-3,Mocktail Sources,Classic Vietnamese Plum Soda (Soda Xí Muội),"Salty-sour preserved plum drowned in fizz over cracked ice — it's the nostalgic, slightly feral cousin of every polite floral mocktail, and you get to eat the plum at the end like a prize.",https://greenheartlove.com/classic-vietnamese-plum-soda/,web,False,screenshot
2026-09-19,window-4,Interior Decor,Barcelona Remodel by Conti Cert: '70s Style Redux,"You already know how to commit to a persona, so here's a whole apartment doing it — '70s Barcelona reworked with real warmth instead of costume-y nostalgia, and about five ideas in here you could steal for one corner of your place this weekend.",https://www.remodelista.com/posts/conti-cert-mitre-project-barcelona/,web,False,screenshot
2026-09-19,window-5,SG Food Sources,"Slow Boat Vinyl Listening Café, Tanjong Pagar","A sibling-run listening café up a shophouse staircase where you pay by the hour and DJ your own afternoon — analogue, unhurried, and made for you and a disposable camera.",https://www.factmagazines.com/singapore/nightlife/the-best-listening-bars-in-singapore-for-vibes-vinyl-and-cocktails,web,False,screenshot
2026-09-20,window-1,Design & Web Toys,WigglyPaint,"Every line you draw squirms and squeaks like it's alive, and you can export the whole wobbly mess as a GIF — it's the most charmingly imperfect drawing tool on the internet and I fully expect to see it in your next persona shoot's title cards.",https://www.wigglypaint.art/,seed,False,og:image
2026-09-20,window-2,Substack & Culture,Tedium: The Dull Side of the Internet,"It goes absurdly deep on the unglamorous stuff — dead software, forgotten gadgets, weird old fonts — and every issue reads like a side quest someone left out for you to pick up.",https://tedium.co,web,False,screenshot
2026-09-20,window-3,Mocktail Sources,Pandan Colada (Mocktail),"It's kaya toast and pandan chiffon cake reincarnated as a creamy green tiki drink — zero proof, absurdly photogenic, and exactly the kind of thing you'd make a whole persona shoot around.",https://mathieuteisseire.com/inspiration/recipes/pandan-colada/,web,False,screenshot
2026-09-20,window-4,Interior Decor,The Selby — Inside Creative People's Homes,"It's basically permission to let your rooms look like your brain — every shelf, taped photo and inherited lamp doing the decorating for you.",https://theselby.com/,web,False,screenshot
2026-09-20,window-5,SG Food Sources,"Labyrinth — Asia's 50 Best 2026, No. 40","It's your whole heritage-meets-remix obsession plated up — chai tao kuay and chilli crab reimagined by a chef who refuses to serve anything that didn't grow here, and exactly the kind of place worth inventing an occasion for.",https://www.theworlds50best.com/asia/en/the-list/Labyrinth.html,seed,False,screenshot
2026-09-21,window-1,Design & Web Toys,cozyweb — a Sublime collection,"It's a whole shelf of hand-made, gatekeeper-free corners of the internet collected by an actual person, and I guarantee you'll come out the other side wanting to build your own weird little site.",https://sublime.app/collection/cozyweb,seed,False,screenshot
2026-09-21,window-2,Substack & Culture,2026 is the Year of the Zine — Commonplace Zines,"A tiny independent newsletter making the case that folded, stapled, gloriously imperfect paper is having its moment again — which feels like an engraved invitation for you to start a zine as your next side quest.",https://commonplacezines.substack.com/p/2026-is-the-year-of-the-zine,web,False,screenshot
2026-09-21,window-3,Mocktail Sources,Cucumber Basil & Citrus Mocktail,"You make your own basil syrup and pack the glass with hand-cut cucumber matchsticks — it's less a drink than a tiny green installation, and exactly the kind of fussy-on-purpose hosting move you'd commit to fully.",https://camillestyles.com/food/cucumber-basil-citrus-mocktail/,seed,False,screenshot
2026-09-21,window-4,Interior Decor,Yellowtrace — Home Tours,"It's a properly indie design journal full of warm, object-crammed homes — vintage lamps, hand-thrown pottery, colour used with nerve — and its Asia-Pacific eye means you'll actually see rooms that feel like they could exist near you.",https://www.yellowtrace.com.au/,web,False,screenshot
2026-09-21,window-5,SG Food Sources,"Mad Roaster's Slow Bar, Enabling Village","A slow bar buried inside Enabling Village, run by a team that hires refugees and pours coffee like it's a ritual — exactly the kind of place you'd sit in for three hours, sketch something, and end up befriending the barista.",https://nom.sg/blogs/news/hidden-cafes-singapore,seed,False,screenshot
2026-09-22,window-1,Design & Web Toys,Below the Surface — Flippo disk (1995),"A 1995 crisp-packet pog dredged from the Amstel and catalogued as seriously as a medieval coin — scroll the whole gorgeous river-mud archive, then start building and remixing your own display case, because you will not be able to stop at one object.",https://belowthesurface.amsterdam/en/vondst/NZD1.00044KST002,seed,False,screenshot
2026-09-22,window-2,Substack & Culture,Strictly Sweden — the strict list,"Denna curates like you do — obsessively specific, zero filler — and this fresh Sweden deep-dive is basically a side quest itinerary waiting for you to claim it.",https://strictlythegoodstuff.substack.com/p/strictly-sweden,seed,False,screenshot
2026-09-22,window-3,Mocktail Sources,Shirley Temple (with real grenadine),"The most gloriously kitsch drink ever invented, made with actual pomegranate grenadine instead of the radioactive stuff — pure diner-counter nostalgia that deserves a flash photo and three cherries.",https://www.acouplecooks.com/shirley-temple/,web,False,screenshot
2026-09-22,window-4,Interior Decor,10 Ceramic Table Lamps from Contemporary Pottery Studios,"One lumpy, hand-thrown ceramic lamp does more for a room than a whole furniture haul, and knowing you, you'll look at these and immediately start googling pottery classes so you can make your own.",https://www.remodelista.com/posts/10-ceramic-table-lamps-from-contemporary-studio-potteries-trend-alert/,web,False,screenshot
2026-09-22,window-5,SG Food Sources,"Kuro Kare, Havelock II","An 18-seat basement hideout where two ex-fine-dining chefs spend 36 hours on one pot of black curry — that level of unhinged commitment to a single bit is so completely your language, and the off-menu rotation means there's always a reason to go back.",https://www.timeout.com/singapore/news/5-new-restaurants-in-singapore-to-check-out-this-september-2026-090326,seed,False,screenshot
2026-09-23,window-1,Design & Web Toys,The Deep Sea,"Wildcard detour — scroll straight down eleven kilometres into the black and watch the light die out as glowing, impossible creatures drift past at their real depths; it's the most patient, eerie, beautiful thing on the web and I guarantee you'll come out the other end wanting to build an anglerfish costume.",https://neal.fun/deep-sea/,web,True,screenshot
2026-09-23,window-2,Substack & Culture,Announcing the 2026 LensCulture Art Photography Award Winners,"A fresh dump of photographers nobody's told you about yet — staged worlds, strange grain, invented selves — basically a scroll designed to give you your next shoot idea before you finish it.",https://www.lensculture.com/articles/laura-sackett-announcing-the-2026-lensculture-art-photography-award-winners,seed,False,screenshot
2026-09-23,window-3,Mocktail Sources,Carrot Shrub (Nonalcoholic),"It's a vinegar-bright, sesame-peppery, glowing-orange drink that starts with you pickling your own baby carrots — a side quest in a glass, and the exact shade of orange that photographs like a dream on film.",https://punchdrink.com/recipes/carrot-shrub/,web,False,screenshot
2026-09-23,window-4,Interior Decor,Best of 2025: Living Rooms (The Nordroom),"A whole year of warm, collected, lamp-lit living rooms in one scroll — the kind where every object clearly has a story, which is exactly how your place already works.",https://www.thenordroom.com/best-of-2025-living-rooms/,web,False,screenshot
2026-09-23,window-5,SG Food Sources,Behind Clay — the hidden room behind the pizza oven,"There's no sign and no door — you walk straight through a riverside pizzeria, past the wood-fired oven, into a secret 52-seat lounge serving mala pork belly out of a paper bag and foie gras pizza with tamarind, which feels like a place built specifically for you to show up overdressed and make an entire night of it.",https://thesmartlocal.com/read/restaurants-cafes-2026/,web,False,screenshot
2026-09-24,window-1,Design & Web Toys,net-art.org — Collaborative,"A whole index of net art that only exists because strangers keep showing up to add to it — exactly your kind of internet, and I fully expect you to end up building your own by Sunday.",https://net-art.org/collaborative,web,False,screenshot
2026-09-24,window-2,Substack & Culture,Cool but not “cool cool” — Kiko Mizuhara on Blackbird Spyplane,"Spyplane at its goofiest and most obsessive, interviewing a Tokyo shapeshifter who acts, models, and designs — basically your side-quest energy in interview form.",https://www.blackbirdspyplane.com/p/cool-but-not-cool-cool-kiko-mizuhara-interview,seed,False,screenshot
2026-09-24,window-3,Mocktail Sources,Red Shiso Mocktail,"Red shiso steeps into a shocking electric-magenta that flips color the second citrus hits it, so you get a drink that's half herbal Japanese summer, half chemistry-set party trick — fully worth the photo.",https://www.nishikidori.com/en/blog/japanese-cocktail-recipe-red-shiso-mocktail-n119,web,False,screenshot
2026-09-24,window-4,Interior Decor,Ignant — Interiors & Home Visits,"It's a rolling feed of real people's homes — the kind stacked with books, odd ceramics and lamps with a story — and you'll want to rearrange your whole living room within ten minutes of scrolling.",https://www.ignant.com/category/interiors/,web,False,screenshot
2026-09-24,window-5,SG Food Sources,"Miura, Joo Chiat","You have to walk through a three-storey Joo Chiat shophouse full of independent labels before you find this tiny matcha-and-wagashi counter hiding at the back, which makes getting a daifuku feel like a small side quest you completed.",https://eatbook.sg/miura-joo-chiat/,web,False,screenshot
2026-09-25,window-1,Design & Web Toys,net-art.org — Art projects,"It's a whole archive of browser-made art by people who just wanted to build something odd and lovely, which is exactly the kind of rabbit hole you disappear into and come out of with three new side quests.",https://net-art.org/,web,False,screenshot
2026-09-25,window-2,Substack & Culture,Garbage Day,"It's the sharpest, funniest autopsy of why the internet is being weird this week — perfect fuel for someone who turns memes and viral aesthetics into whole personas.",https://www.garbageday.email,web,False,screenshot
2026-09-25,window-3,Mocktail Sources,Spiced Tamarind Mocktail,"Sour, salty, gingery chaat energy in a glass — it's the rare mocktail that tastes like a snack stall instead of a juice bar, and the kala namak makes it weirdly addictive.",https://www.cookwithmanali.com/spiced-tamarind-mocktail/,web,False,screenshot
2026-09-25,window-4,Interior Decor,"Inside Jen Mankins' Scandi-Inspired Brooklyn Brownstone, Redone","This one's the home of the woman who built Brooklyn's coolest indie boutique, so every corner has that shop-owner's eye — collected, warm, zero showroom energy — and I think you'll steal at least three ideas from the small details.",https://www.remodelista.com/posts/scandi-style-brooklyn/,web,False,screenshot
2026-09-25,window-5,SG Food Sources,"Toriei, Cuppage Plaza","A brand-new ten-seat yakitori counter buried on the fourth floor of Cuppage Plaza's gloriously time-warped 80s maze — the kind of place you have to hunt for, then smugly tell everyone about.",https://therantingpanda.com/2026/09/01/food-scoops-new-and-buzzing-singapore-restaurants-in-september-2026/,web,False,screenshot
